"Gewässer","","'=","Donau 8427",""
"Messstelle","","'=","Immendingen CQQ105 2187",""
"","","'=","Ulm-Wiblingen CQQ803 2198",""
"Parameter","","'=","4 T Temperatur Grad Celsius",""
"Zeitraum","","'=","Tue Dec 01 00:00:00 CET 2015 Sat Aug 31 23:59:59 CEST 2024",""


"Gewässer","GCODE","Messstelle","Ost","Nord","Parameter","Datum","Tagesmittelwert","Dimension"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.05.2019","12,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.05.2019","12","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.05.2019","11,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.05.2019","11,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.05.2019","11,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.05.2019","12,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.05.2019","13,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.05.2019","14,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.05.2019","14,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.05.2019","12,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.05.2019","12,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.05.2019","12,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.05.2019","13,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.05.2019","13,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.05.2019","13,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.05.2019","14,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.05.2019","14,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.05.2019","13,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.05.2019","13,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.05.2019","14,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.06.2019","15,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.06.2019","17,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.06.2019","18,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.06.2019","18,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.06.2019","19,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.06.2019","19,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.06.2019","18","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.06.2019","18,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.06.2019","17,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.06.2019","17,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.06.2019","16,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.06.2019","15,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.06.2019","16,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.06.2019","17,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.06.2019","18,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.06.2019","18,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.06.2019","17,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.06.2019","19,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.06.2019","20,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.06.2019","20,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.06.2019","19,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.06.2019","18,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.06.2019","18,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.06.2019","19,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.06.2019","21","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.06.2019","22,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.06.2019","23,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.06.2019","23,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.06.2019","23,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.06.2019","23,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.07.2019","23,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.07.2019","23,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.07.2019","22,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.07.2019","22","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.07.2019","21,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.07.2019","21,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.07.2019","21","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.07.2019","20,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.07.2019","19,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.07.2019","19","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.07.2019","18,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.07.2019","17,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.07.2019","16,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.07.2019","17,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.07.2019","17,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.07.2019","18,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.07.2019","19,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.07.2019","20,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.07.2019","20,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.07.2019","20,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.07.2019","21,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.07.2019","21,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.07.2019","22,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.07.2019","22,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.07.2019","23,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.07.2019","24,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.07.2019","24","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.07.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.07.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.07.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.07.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.08.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.08.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.08.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.08.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.08.2019",,"°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.08.2019","21","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.08.2019","20,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.08.2019","19,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.08.2019","20,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.08.2019","20,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.08.2019","20,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.08.2019","19,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.08.2019","18,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.08.2019","17,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.08.2019","17,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.08.2019","17,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.08.2019","17,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.08.2019","18,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.08.2019","19,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.08.2019","18,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.08.2019","17","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.08.2019","17","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.08.2019","17,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.08.2019","18,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.08.2019","19,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.08.2019","19,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.08.2019","20,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.08.2019","20,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.08.2019","20,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.08.2019","20,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.08.2019","20,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.09.2019","20,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.09.2019","18,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.09.2019","17,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.09.2019","17,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.09.2019","17,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.09.2019","16","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.09.2019","15,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.09.2019","14,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.09.2019","14","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.09.2019","13,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.09.2019","14,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.09.2019","15,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.09.2019","16,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.09.2019","17,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.09.2019","17,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.09.2019","18","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.09.2019","18,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.09.2019","17,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.09.2019","15,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.09.2019","14,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.09.2019","13,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.09.2019","13,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.09.2019","14,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.09.2019","14,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.09.2019","14,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.09.2019","14,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.09.2019","14,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.09.2019","15,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.09.2019","15","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.09.2019","15,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.10.2019","14,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.10.2019","14,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.10.2019","13,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.10.2019","12,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.10.2019","11,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.10.2019","11,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.10.2019","11,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.10.2019","12","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.10.2019","12,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.10.2019","11,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.10.2019","11,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.10.2019","11,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.10.2019","12,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.10.2019","13,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.10.2019","13,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.10.2019","12,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.10.2019","12,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.10.2019","12,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.10.2019","12,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.10.2019","12,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.10.2019","12,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.10.2019","12,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.10.2019","12,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.10.2019","12,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.10.2019","13,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.10.2019","12,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.10.2019","12,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.10.2019","12,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.10.2019","11,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.10.2019","10,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.10.2019","9,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.11.2019","8,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.11.2019","9,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.11.2019","10,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.11.2019","10,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.11.2019","10,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.11.2019","9,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.11.2019","9,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.11.2019","8,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.11.2019","8,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.11.2019","7,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.11.2019","6,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.11.2019","6,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.11.2019","6,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.11.2019","6,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.11.2019","5,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.11.2019","6,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.11.2019","6,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.11.2019","6,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.11.2019","6,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.11.2019","6,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.11.2019","6,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.11.2019","6,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.11.2019","6,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.11.2019","6,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.11.2019","6,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.11.2019","6,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.11.2019","7,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.11.2019","7,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.11.2019","7,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.11.2019","7,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.12.2019","5,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.12.2019","5,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.12.2019","4,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.12.2019","4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.12.2019","3,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.12.2019","3,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.12.2019","4,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.12.2019","4,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.12.2019","5,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.12.2019","5,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.12.2019","4,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.12.2019","4,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.12.2019","4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.12.2019","4,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.12.2019","4,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.12.2019","6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.12.2019","5,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.12.2019","5,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.12.2019","5,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.12.2019","5,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.12.2019","5,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.12.2019","5,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.12.2019","6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.12.2019","6,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.12.2019","5,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.12.2019","5,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.12.2019","5,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.12.2019","5,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.12.2019","4,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.12.2019","3,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.12.2019","3,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.01.2020","3,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.01.2020","3,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.01.2020","3,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.01.2020","4,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.01.2020","4,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.01.2020","4,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","07.01.2020","4,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","08.01.2020","4,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","09.01.2020","4,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","10.01.2020","5,2","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","11.01.2020","5,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","12.01.2020","5,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","13.01.2020","4,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","14.01.2020","4,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","15.01.2020","4,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","16.01.2020","4,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","17.01.2020","4,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","18.01.2020","5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","19.01.2020","5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","20.01.2020","4,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","21.01.2020","3,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","22.01.2020","3,6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","23.01.2020","3,3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","24.01.2020","3","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","25.01.2020","3,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","26.01.2020","3,8","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","27.01.2020","4,5","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","28.01.2020","5,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","29.01.2020","4,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","30.01.2020","4,7","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","31.01.2020","6","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","01.02.2020","7,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","02.02.2020","7,9","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","03.02.2020","8,1","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","04.02.2020","7,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","05.02.2020","6,4","°C"
"Donau","CQQ803","Ulm-Wiblingen","571408","5358308","Temperatur","06.02.2020","4,9","°C"
