station_id,parameter_id,feature_id,unit,date,value,dt_loc_estimated,latitude,longitude
mythuan,tss,hightide,g/m3,2018-01-19,48.0,2018-01-19 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-20,48.2,2018-01-20 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-21,21.7,2018-01-21 06:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-22,30.9,2018-01-22 07:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-23,40.3,2018-01-23 08:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-24,49.6,2018-01-24 09:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-25,51.7,2018-01-25 10:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-26,30.2,2018-01-26 12:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-27,22.8,2018-01-27 14:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-28,46.0,2018-01-28 15:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-29,45.5,2018-01-29 16:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-30,29.5,2018-01-30 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2018-01-31,57.8,2018-01-31 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-01,24.5,2019-01-01 14:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-02,78.0,2019-01-02 16:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-03,87.2,2019-01-03 16:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-04,34.1,2019-01-04 17:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-05,51.2,2019-01-05 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-06,45.7,2019-01-06 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-07,59.8,2019-01-07 18:00:00+07:00,10.277665,105.916715
mythuan,tss,hightide,g/m3,2019-01-08,61.9,2019-01-08 06:00:00+07:00,10.277665,105.916715
